cvss,exposure,asset_criticality,service_type_encoded,exploitability,attack_path_position,historical_incidents,confidence,priority_class,scenario
10.0,20.0,8.8,3.0,8.29,10.0,1,52.1,4,C
9.49,20.0,8.15,4.0,8.18,10.0,1,7.8,3,C
9.3,20.0,9.84,3.0,9.49,10.0,1,74.2,4,C
9.94,20.0,8.34,1.0,9.11,10.0,2,88.1,4,C
9.48,20.0,9.82,2.0,9.18,10.0,6,99.4,4,C
9.22,20.0,8.77,0.0,8.79,10.0,1,32.7,3,C
9.58,20.0,8.39,4.0,8.23,10.0,3,35.0,3,C
9.19,20.0,8.48,4.0,8.55,10.0,12,61.1,0,C
9.99,20.0,9.38,0.0,8.65,10.0,1,76.8,4,C
9.71,20.0,8.83,0.0,8.12,10.0,9,67.3,4,C
9.08,20.0,9.25,4.0,8.88,10.0,15,20.6,3,C
9.35,20.0,8.29,5.0,9.34,10.0,3,17.2,3,C
9.46,20.0,9.05,5.0,8.42,10.0,6,73.8,4,C
9.97,20.0,9.42,3.0,9.56,10.0,3,38.9,4,C
9.2,20.0,8.64,5.0,8.56,10.0,14,91.3,4,C
9.7,20.0,9.11,0.0,9.84,10.0,0,10.9,3,C
9.85,20.0,9.28,4.0,9.07,10.0,4,96.4,4,C
9.94,20.0,9.1,4.0,9.03,10.0,5,81.8,4,C
9.96,20.0,8.21,0.0,9.28,10.0,9,48.5,4,C
9.8,20.0,8.1,2.0,8.55,10.0,5,58.2,4,C
9.07,20.0,9.39,2.0,8.27,10.0,7,13.2,3,C
9.27,20.0,8.86,0.0,9.46,10.0,12,99.4,4,C
9.7,20.0,8.92,0.0,8.58,10.0,5,17.5,4,C
9.28,20.0,9.96,4.0,8.92,10.0,13,88.5,4,C
9.04,20.0,8.44,0.0,8.95,10.0,15,46.5,3,C
9.62,20.0,9.88,4.0,9.39,10.0,1,75.7,4,C
9.77,20.0,9.0,4.0,9.84,10.0,12,63.0,4,C
9.04,20.0,8.28,1.0,9.12,10.0,15,42.7,3,C
9.47,20.0,9.27,4.0,8.53,10.0,13,66.7,4,C
9.29,20.0,9.4,2.0,9.43,10.0,7,41.1,4,C
9.03,20.0,9.28,5.0,9.0,10.0,11,58.3,0,C
9.09,20.0,8.77,0.0,8.69,10.0,5,8.7,3,C
9.47,20.0,9.18,5.0,8.73,10.0,15,68.0,4,C
9.53,20.0,9.68,3.0,8.29,10.0,7,33.4,4,C
9.81,20.0,8.46,1.0,9.83,10.0,3,83.7,4,C
9.19,20.0,9.07,3.0,9.4,10.0,13,74.6,4,C
9.65,20.0,9.52,5.0,9.97,10.0,12,10.0,4,C
9.77,20.0,8.62,4.0,9.39,10.0,13,57.3,4,C
9.42,20.0,9.04,5.0,9.55,10.0,1,50.2,0,C
9.59,20.0,9.7,4.0,9.13,10.0,6,20.3,4,C
9.33,20.0,9.35,2.0,9.38,10.0,4,90.4,4,C
9.79,20.0,8.72,3.0,9.73,10.0,10,19.4,4,C
9.04,20.0,8.92,5.0,8.89,10.0,13,82.7,4,C
9.26,20.0,8.31,1.0,8.49,10.0,0,96.4,3,C
9.1,20.0,9.57,1.0,9.96,10.0,15,97.4,4,C
9.92,20.0,8.66,4.0,9.04,10.0,11,56.2,4,C
9.38,20.0,8.17,1.0,8.6,10.0,0,45.0,3,C
9.9,20.0,9.95,2.0,8.13,10.0,3,24.4,4,C
9.24,20.0,8.95,5.0,8.95,10.0,13,90.7,4,C
9.88,20.0,9.39,4.0,8.34,10.0,2,60.2,4,C
9.77,20.0,8.6,4.0,9.68,10.0,12,39.3,4,C
9.06,20.0,8.88,1.0,8.5,10.0,13,43.1,3,C
9.25,20.0,9.26,1.0,8.09,10.0,9,69.8,4,C
9.34,20.0,8.85,4.0,8.18,10.0,5,56.7,0,C
9.28,20.0,9.19,0.0,9.47,10.0,13,58.8,4,C
9.38,20.0,9.59,1.0,9.46,10.0,14,53.9,4,C
9.11,20.0,8.97,4.0,8.93,10.0,0,98.6,0,C
9.05,20.0,9.25,2.0,8.12,10.0,4,36.7,3,C
9.53,20.0,9.13,0.0,8.75,10.0,1,19.1,3,C
9.49,20.0,8.07,3.0,9.09,10.0,4,59.9,0,C
9.43,20.0,9.51,5.0,8.69,10.0,1,31.5,3,C
9.98,20.0,9.17,4.0,8.6,10.0,3,8.7,4,C
9.98,20.0,8.75,3.0,8.55,10.0,12,98.0,4,C
9.56,20.0,8.17,3.0,9.13,10.0,0,61.7,3,C
9.87,20.0,9.83,1.0,9.56,10.0,5,45.5,4,C
9.06,20.0,9.72,1.0,9.8,10.0,2,7.0,3,C
9.31,20.0,9.73,2.0,8.49,10.0,9,96.1,4,C
9.26,20.0,8.44,4.0,8.88,10.0,9,60.3,0,C
9.83,20.0,9.77,2.0,9.58,10.0,9,5.8,4,C
9.35,20.0,9.21,3.0,8.34,10.0,4,51.0,0,C
9.2,20.0,9.69,1.0,8.14,10.0,1,13.9,3,C
9.17,20.0,9.21,3.0,9.3,10.0,3,79.9,4,C
9.3,20.0,8.85,5.0,9.01,10.0,6,50.2,4,C
9.94,20.0,8.96,4.0,9.97,10.0,3,40.1,4,C
9.69,20.0,9.9,0.0,9.72,10.0,0,43.5,4,C
9.69,20.0,9.63,2.0,9.71,10.0,5,24.3,4,C
9.42,20.0,8.44,1.0,9.94,10.0,5,83.2,4,C
9.78,20.0,8.01,0.0,9.92,10.0,10,87.1,4,C
9.55,20.0,9.26,1.0,9.86,10.0,9,41.1,4,C
9.56,20.0,9.32,4.0,9.47,10.0,14,57.2,4,C
9.82,20.0,9.04,1.0,9.21,10.0,0,24.1,0,C
9.96,20.0,9.7,2.0,8.14,10.0,13,99.9,4,C
9.86,20.0,8.59,5.0,9.3,10.0,8,54.7,4,C
9.38,20.0,8.91,0.0,9.3,10.0,14,41.1,4,C
9.42,20.0,8.1,1.0,9.67,10.0,2,64.8,0,C
9.76,20.0,9.47,5.0,8.67,10.0,10,49.3,4,C
9.99,20.0,9.91,3.0,8.39,10.0,12,42.9,4,C
9.72,20.0,9.53,1.0,9.19,10.0,4,32.6,4,C
9.48,20.0,8.96,1.0,8.21,10.0,8,78.0,4,C
9.14,20.0,8.07,4.0,8.22,10.0,1,8.7,3,C
9.52,20.0,9.4,1.0,8.75,10.0,15,66.3,4,C
9.98,20.0,8.49,0.0,9.29,10.0,6,17.3,4,C
9.94,20.0,8.35,1.0,9.0,10.0,14,91.9,4,C
9.09,20.0,9.25,3.0,8.48,10.0,9,13.6,3,C
9.04,20.0,8.01,1.0,8.48,10.0,15,88.3,0,C
9.92,20.0,9.6,4.0,9.82,10.0,12,39.1,4,C
9.07,20.0,8.68,3.0,9.67,10.0,10,32.0,3,C
9.34,20.0,8.48,0.0,8.54,10.0,9,53.5,0,C
9.4,20.0,8.35,0.0,9.41,10.0,5,54.2,4,C
9.47,20.0,9.25,1.0,9.91,10.0,10,98.0,4,C
9.55,20.0,9.82,2.0,8.17,10.0,13,34.2,4,C
9.49,20.0,8.17,5.0,9.42,10.0,14,54.2,4,C
9.65,20.0,9.55,4.0,9.36,10.0,4,91.9,4,C
9.3,20.0,9.16,4.0,9.86,10.0,3,54.8,4,C
9.83,20.0,8.13,5.0,9.17,10.0,14,13.7,4,C
9.82,20.0,9.21,0.0,9.9,10.0,12,10.7,4,C
9.01,20.0,8.41,5.0,8.92,10.0,2,42.4,3,C
9.97,20.0,8.76,3.0,9.02,10.0,1,33.1,4,C
9.66,20.0,8.13,3.0,9.18,10.0,13,55.8,4,C
9.3,20.0,8.69,0.0,8.05,10.0,14,50.9,0,C
9.53,20.0,9.37,2.0,9.33,10.0,14,87.7,4,C
9.65,20.0,8.17,4.0,8.43,10.0,1,77.8,0,C
9.76,20.0,9.78,0.0,8.25,10.0,5,5.2,4,C
9.8,20.0,9.53,1.0,8.84,10.0,2,71.4,4,C
9.28,20.0,8.78,3.0,9.42,10.0,3,76.4,4,C
9.69,20.0,8.24,2.0,9.74,10.0,3,78.6,4,C
9.45,20.0,9.12,0.0,8.19,10.0,0,56.4,3,C
9.31,20.0,9.07,1.0,8.39,10.0,4,69.3,4,C
9.12,20.0,9.51,2.0,9.19,10.0,11,32.3,0,C
9.16,20.0,9.29,4.0,8.94,10.0,10,74.8,4,C
9.66,20.0,9.72,2.0,8.15,10.0,8,29.0,4,C
9.62,20.0,9.88,5.0,9.69,10.0,11,59.2,4,C
9.65,20.0,8.28,5.0,8.26,10.0,0,9.1,3,C
9.7,20.0,9.26,0.0,9.6,10.0,15,33.2,4,C
9.61,20.0,8.91,2.0,8.57,10.0,15,7.5,0,C
9.81,20.0,8.61,2.0,8.22,10.0,6,66.4,4,C
9.66,20.0,9.8,1.0,9.82,10.0,10,38.5,4,C
9.14,20.0,9.33,4.0,9.9,10.0,9,91.4,4,C
9.81,20.0,9.96,3.0,9.22,10.0,14,86.5,4,C
9.38,20.0,9.04,5.0,9.95,10.0,7,24.1,4,C
9.94,20.0,8.16,0.0,9.9,10.0,15,14.1,4,C
9.96,20.0,9.78,2.0,8.25,10.0,7,64.1,4,C
9.19,20.0,8.79,5.0,9.17,10.0,12,23.8,3,C
9.65,20.0,8.04,4.0,9.68,10.0,10,63.0,4,C
9.91,20.0,8.8,4.0,9.69,10.0,3,36.1,4,C
9.1,20.0,9.98,0.0,9.66,10.0,13,86.0,4,C
9.77,20.0,8.85,2.0,8.85,10.0,2,27.3,0,C
9.3,20.0,8.84,3.0,8.47,10.0,4,77.4,4,C
9.16,20.0,9.1,2.0,9.14,10.0,15,98.3,4,C
9.39,20.0,8.11,2.0,9.16,10.0,1,68.4,3,C
9.14,20.0,8.92,1.0,8.41,10.0,0,94.1,3,C
9.14,20.0,9.06,5.0,9.96,10.0,4,77.7,4,C
9.53,20.0,8.74,0.0,8.11,10.0,2,47.2,3,C
9.74,20.0,8.71,2.0,8.67,10.0,8,87.5,4,C
9.06,20.0,9.77,4.0,9.33,10.0,6,32.5,0,C
9.94,20.0,8.54,2.0,9.22,10.0,0,43.2,4,C
9.41,20.0,9.5,0.0,9.45,10.0,13,89.3,4,C
9.58,20.0,9.03,1.0,8.63,10.0,13,26.4,4,C
9.97,20.0,8.96,5.0,9.24,10.0,0,21.1,0,C
9.21,20.0,9.51,2.0,8.45,10.0,8,55.9,4,C
9.99,20.0,9.25,1.0,8.32,10.0,12,66.1,4,C
9.93,20.0,9.14,3.0,9.23,10.0,13,51.4,4,C
9.19,20.0,9.11,1.0,9.64,10.0,6,41.5,4,C
9.06,20.0,8.69,3.0,9.64,10.0,1,88.5,0,C
9.33,20.0,8.33,3.0,9.1,10.0,0,41.4,3,C
9.27,20.0,8.83,0.0,9.36,10.0,15,55.7,4,C
9.06,20.0,8.51,0.0,9.93,10.0,2,64.3,3,C
9.01,20.0,9.01,2.0,8.93,10.0,13,70.6,0,C
9.59,20.0,9.17,1.0,9.34,10.0,12,14.5,4,C
9.35,20.0,9.07,3.0,8.35,10.0,11,86.0,4,C
9.82,20.0,8.23,2.0,9.01,10.0,2,46.1,4,C
9.6,20.0,9.32,2.0,8.1,10.0,12,9.3,0,C
2.72,10.27,1.74,5.0,9.04,2.9,0,11.9,1,D
9.56,17.25,6.84,1.0,8.68,8.4,8,11.3,3,D
2.11,17.11,7.46,5.0,5.86,9.4,1,43.8,2,D
2.52,15.73,9.66,3.0,6.93,4.5,10,13.5,2,D
8.76,15.17,6.95,2.0,5.3,6.7,8,74.5,3,D
9.1,18.32,4.16,0.0,7.12,7.7,15,6.6,3,D
2.1,8.32,4.42,2.0,7.58,2.5,12,57.7,1,D
9.03,12.86,5.89,0.0,5.91,4.4,10,78.3,3,D
6.22,1.95,9.5,4.0,7.27,7.0,11,64.3,2,D
2.0,6.14,3.18,1.0,5.74,6.0,7,95.6,1,D
0.23,19.43,8.6,4.0,5.32,9.2,2,63.0,1,D
1.32,8.45,6.43,3.0,9.5,8.8,14,71.1,1,D
6.5,6.27,7.9,0.0,7.95,2.6,0,20.5,2,D
8.36,14.15,3.11,4.0,9.7,8.5,6,89.2,3,D
9.22,11.24,1.01,5.0,7.94,7.2,14,8.2,0,D
0.57,18.26,3.06,3.0,6.41,6.6,11,9.7,1,D
3.15,9.55,5.74,1.0,7.31,10.0,12,61.4,2,D
8.99,11.75,4.47,0.0,6.33,9.6,11,10.9,3,D
8.37,3.81,3.95,5.0,7.96,7.4,4,36.2,2,D
7.76,8.78,6.22,1.0,8.99,7.0,4,67.7,3,D
9.85,14.74,9.77,5.0,8.71,7.0,4,31.4,3,D
3.99,15.73,3.39,4.0,9.22,6.3,3,24.8,2,D
0.49,8.82,4.05,0.0,9.35,4.2,8,64.6,1,D
8.1,18.05,2.13,1.0,5.84,8.3,3,27.4,3,D
6.07,11.07,8.8,2.0,7.53,9.2,2,95.9,2,D
4.18,4.68,5.68,2.0,8.78,5.3,4,93.5,2,D
8.52,10.35,2.38,3.0,8.12,9.0,5,23.1,0,D
0.23,1.73,8.54,1.0,7.21,6.2,15,75.8,1,D
1.34,1.83,7.5,1.0,5.21,6.4,5,22.9,1,D
9.26,16.37,6.74,3.0,8.11,4.7,5,76.7,3,D
4.22,4.31,2.46,5.0,9.5,7.9,12,70.0,0,D
2.79,16.86,2.61,3.0,7.23,9.5,4,44.6,2,D
4.43,12.73,8.61,5.0,6.4,6.0,4,98.8,2,D
2.67,2.72,3.39,3.0,6.42,7.1,5,89.4,1,D
0.19,1.72,7.19,1.0,5.94,6.8,14,27.7,1,D
9.74,19.36,5.53,2.0,9.48,4.4,1,52.0,3,D
4.19,19.76,5.8,4.0,6.7,8.3,14,61.8,2,D
6.98,8.12,4.08,4.0,9.96,3.1,7,93.3,2,D
1.29,1.04,5.01,3.0,8.07,7.4,15,74.2,1,D
3.53,6.21,1.77,2.0,9.83,4.7,11,86.5,1,D
2.57,4.56,6.06,2.0,9.9,7.9,4,53.5,1,D
2.52,6.65,8.12,1.0,7.33,3.4,0,5.7,1,D
0.28,4.88,6.97,5.0,9.54,8.2,8,89.1,1,D
4.87,14.62,6.08,5.0,9.48,3.8,5,87.9,2,D
6.53,11.82,5.49,2.0,7.38,6.9,9,26.9,2,D
4.53,19.5,3.74,3.0,9.69,4.1,12,46.1,2,D
8.77,11.11,5.28,3.0,9.17,7.1,10,51.5,3,D
8.88,16.3,6.94,2.0,9.7,5.5,11,92.7,3,D
8.82,19.43,9.54,3.0,7.61,2.8,12,44.5,3,D
8.85,14.31,6.5,5.0,9.59,8.0,11,63.3,3,D
7.52,16.97,3.55,3.0,9.69,3.1,6,49.6,3,D
9.45,15.61,3.02,2.0,5.65,7.1,0,35.2,3,D
2.85,3.2,7.37,3.0,9.22,2.0,7,14.5,1,D
7.3,5.53,2.4,5.0,8.62,5.1,4,38.0,2,D
0.7,11.96,6.45,3.0,9.4,7.1,5,41.2,1,D
7.95,15.96,4.36,1.0,6.37,3.5,10,60.0,3,D
0.13,4.15,6.29,5.0,8.85,6.2,5,52.3,1,D
3.02,16.31,5.81,4.0,5.07,8.0,6,96.0,2,D
4.64,18.17,5.06,3.0,6.62,4.3,3,6.9,2,D
6.51,7.72,5.92,3.0,8.67,9.1,1,40.8,2,D
8.55,1.33,6.6,0.0,8.57,9.8,3,37.4,2,D
5.87,9.5,7.64,5.0,8.53,5.3,10,26.1,2,D
8.62,3.6,3.21,1.0,8.34,6.3,5,54.3,2,D
9.45,13.53,7.72,5.0,7.76,9.5,4,26.9,3,D
0.55,13.06,8.7,1.0,7.46,4.2,5,70.0,1,D
1.37,9.92,7.85,5.0,7.62,9.9,4,73.3,1,D
2.44,14.96,3.29,1.0,7.19,3.0,12,14.8,1,D
4.06,16.86,1.4,4.0,5.1,9.6,7,10.9,2,D
2.34,16.7,8.16,0.0,8.99,3.8,6,94.2,2,D
2.93,5.25,3.46,1.0,7.89,5.0,14,24.1,1,D
9.63,5.38,5.15,1.0,5.34,5.8,2,59.0,0,D
2.54,3.87,1.4,4.0,9.09,8.5,6,29.8,1,D
8.67,9.58,3.17,2.0,5.83,6.2,13,67.6,2,D
6.26,13.36,2.45,2.0,5.42,8.9,7,61.1,2,D
3.45,12.69,8.79,3.0,9.06,4.4,6,38.4,2,D
9.63,4.69,1.6,4.0,5.83,3.2,11,9.2,2,D
2.17,4.02,9.5,0.0,6.2,3.8,1,46.5,1,D
1.96,8.79,8.83,2.0,5.21,4.2,3,16.5,1,D
6.68,4.07,9.49,5.0,8.53,6.1,13,37.7,2,D
7.92,10.84,5.69,2.0,6.54,6.2,6,23.8,2,D
0.19,8.58,2.94,2.0,9.48,2.9,13,77.4,1,D
1.28,18.87,1.15,0.0,7.15,9.5,0,38.6,1,D
9.16,6.9,1.08,4.0,8.04,3.7,6,16.3,2,D
5.44,9.89,8.76,2.0,5.4,3.8,14,13.6,2,D
7.85,10.21,1.95,0.0,9.29,6.3,6,94.4,2,D
2.87,17.04,8.23,4.0,8.73,8.9,2,62.5,2,D
4.02,13.09,4.32,5.0,9.85,4.0,9,22.5,2,D
9.2,14.79,2.22,0.0,9.53,8.3,5,34.9,3,D
5.37,10.46,9.77,1.0,6.37,2.9,9,25.0,2,D
3.58,1.39,3.26,4.0,8.81,7.7,2,40.8,1,D
2.15,4.71,8.59,1.0,6.08,6.7,13,53.0,1,D
7.56,19.82,2.89,1.0,8.61,4.8,11,21.2,3,D
4.51,11.03,1.68,0.0,5.65,6.8,15,45.2,2,D
9.58,15.95,9.32,5.0,6.48,6.3,6,49.4,3,D
6.62,6.88,1.61,3.0,9.35,4.7,5,83.4,2,D
1.07,11.12,7.05,3.0,8.84,9.6,10,65.3,1,D
1.0,3.78,9.68,0.0,6.17,6.8,13,79.2,1,D
7.04,9.09,8.15,0.0,5.19,4.2,15,34.0,2,D
9.44,10.22,6.22,1.0,8.72,7.1,13,54.4,3,D
5.94,4.31,1.14,4.0,5.05,3.4,4,17.2,1,D
8.01,16.83,3.6,5.0,9.49,7.8,3,11.1,3,D
8.86,5.31,8.55,2.0,6.69,6.1,13,26.0,3,D
1.69,10.04,3.46,0.0,5.95,2.5,5,95.4,1,D
0.68,1.32,1.56,2.0,6.82,6.1,6,10.4,0,D
2.45,10.59,6.44,5.0,8.0,4.4,2,82.3,1,D
4.99,5.4,4.53,3.0,5.33,9.7,8,42.8,2,D
9.3,3.39,8.38,3.0,9.0,6.2,15,16.9,3,D
4.81,16.66,4.38,2.0,6.05,3.9,13,21.3,2,D
2.64,18.57,9.87,4.0,5.08,4.3,10,13.2,2,D
9.62,11.24,4.55,3.0,8.33,5.5,15,59.6,3,D
4.58,12.2,5.12,3.0,7.12,6.5,4,39.9,2,D
2.86,14.03,1.31,3.0,8.47,3.8,6,15.9,1,D
3.61,11.98,1.27,1.0,9.92,4.4,6,30.9,1,D
0.39,15.58,6.96,3.0,9.93,4.8,7,56.5,1,D
8.19,17.31,3.43,2.0,9.92,2.6,5,33.3,3,D
4.81,17.39,6.94,4.0,8.42,2.9,13,50.2,2,D
9.73,15.62,9.08,3.0,6.66,8.7,0,42.1,3,D
5.39,14.3,8.87,1.0,9.82,3.8,4,45.6,2,D
1.89,8.56,2.2,3.0,6.6,9.8,10,60.9,1,D
5.35,15.22,8.89,4.0,9.56,4.4,15,74.9,0,D
5.7,12.21,8.05,5.0,5.62,7.5,4,45.1,2,D
9.62,9.19,7.09,3.0,5.96,9.8,1,86.0,3,D
6.02,5.06,5.65,2.0,6.06,3.2,14,88.5,2,D
7.03,1.45,3.98,0.0,5.11,9.7,3,41.8,2,D
6.18,1.75,9.51,0.0,7.51,2.6,12,16.9,2,D
0.48,7.36,1.97,4.0,7.63,5.1,9,36.5,1,D
8.07,18.26,4.11,0.0,6.43,2.9,13,55.0,3,D
1.61,17.47,5.45,4.0,8.78,6.3,1,34.7,1,D
9.75,8.55,7.67,0.0,8.32,8.1,11,56.9,3,D
7.63,14.17,2.69,4.0,6.63,9.4,9,20.7,2,D
1.11,17.56,9.75,1.0,8.02,3.5,2,17.0,0,D
5.56,8.08,5.6,3.0,9.1,2.3,13,19.1,2,D
5.01,2.67,7.45,5.0,6.69,2.2,2,72.1,2,D
0.49,3.86,5.66,3.0,9.19,5.0,10,89.9,1,D
1.66,16.87,2.44,3.0,5.85,3.1,2,50.9,1,D
1.83,3.78,6.73,0.0,6.3,4.2,7,93.4,1,D
7.99,8.41,7.67,5.0,7.57,3.7,7,53.0,0,D
5.26,9.54,1.52,4.0,9.11,6.3,12,14.4,2,D
8.54,14.22,6.24,1.0,6.8,3.2,5,18.7,3,D
9.32,16.39,4.55,2.0,7.01,6.1,3,75.1,3,D
6.09,18.3,7.75,0.0,6.8,3.5,9,51.4,0,D
3.1,9.05,7.23,0.0,5.92,9.2,9,24.9,2,D
9.64,3.24,3.97,1.0,9.72,5.8,9,19.8,0,D
0.16,15.36,2.01,1.0,9.95,7.5,4,32.9,1,D
1.91,9.92,3.41,0.0,6.69,2.5,15,74.8,1,D
4.68,14.46,8.09,3.0,8.13,4.8,6,37.6,2,D
0.29,14.82,3.57,3.0,7.37,3.6,12,68.2,1,D
0.96,10.54,8.24,1.0,7.54,2.4,12,8.1,1,D
7.94,15.23,6.85,4.0,9.41,4.6,10,61.4,3,D
0.24,8.48,1.45,3.0,5.44,2.0,4,64.2,0,D
7.79,13.54,3.13,5.0,8.92,7.3,8,50.6,3,D
7.43,13.35,7.55,4.0,7.41,6.6,13,5.1,3,D
1.64,11.09,8.81,3.0,5.59,4.4,1,32.0,1,D
4.53,7.08,6.32,1.0,8.66,6.1,3,25.5,2,D
6.19,13.76,2.32,0.0,6.53,9.0,4,11.4,2,D
1.45,4.91,3.88,5.0,5.94,4.7,0,30.9,1,D
9.7,11.4,7.26,2.0,7.33,7.8,14,98.8,3,D
7.96,18.87,2.56,1.0,7.84,4.6,9,45.9,3,D
9.31,2.43,4.59,3.0,7.86,3.8,9,99.8,2,D
6.69,1.52,2.52,5.0,9.52,10.0,13,76.7,2,D
5.02,13.6,1.62,2.0,8.15,9.4,14,55.8,2,D
4.05,18.49,3.08,5.0,8.28,8.4,4,65.2,2,D
1.92,6.05,7.69,2.0,5.7,6.6,4,61.4,1,D
3.87,19.45,2.25,0.0,9.4,5.6,7,6.3,2,D
4.11,6.3,5.33,2.0,8.03,6.3,12,10.8,0,D
6.7,4.65,8.57,3.0,9.51,2.4,5,84.5,2,D
3.08,5.21,4.6,2.0,9.98,6.8,6,98.1,0,D
6.13,9.43,4.87,4.0,5.25,9.0,6,31.4,2,D
1.56,16.7,4.67,2.0,6.4,9.8,0,34.7,1,D
9.14,14.81,8.18,0.0,7.48,6.6,4,59.7,3,D
6.31,1.54,1.32,5.0,9.68,8.9,8,35.4,2,D
7.22,18.35,9.92,1.0,9.4,4.3,13,94.5,3,D
6.87,14.86,8.5,3.0,7.85,4.6,5,53.7,3,D
2.11,14.36,8.5,0.0,7.19,8.3,7,75.3,2,D
7.21,5.79,4.12,3.0,8.23,6.2,4,98.9,2,D
4.52,17.03,5.09,1.0,8.89,2.3,6,21.6,2,D
4.79,1.45,3.5,3.0,7.31,2.2,4,13.9,1,D
9.97,2.99,8.02,4.0,7.33,5.3,15,61.9,3,D
6.0,1.49,9.62,2.0,8.13,9.3,8,28.0,2,D
1.32,2.0,3.73,1.0,8.06,8.6,2,32.6,1,D
3.69,6.53,3.73,2.0,8.92,7.5,11,83.2,2,D
8.24,6.28,3.79,4.0,6.83,8.0,10,58.3,2,D
1.32,6.81,3.06,3.0,6.66,7.4,10,90.0,1,D
8.95,15.21,7.6,3.0,8.15,2.2,1,28.2,3,D
1.03,7.76,7.15,1.0,5.04,9.3,14,65.6,1,D
5.51,11.27,2.13,1.0,9.72,2.5,8,65.7,2,D
4.13,16.75,9.31,2.0,7.15,7.3,11,81.8,2,D
6.96,11.51,2.93,0.0,8.44,7.3,0,52.6,2,D
2.59,11.98,4.35,5.0,5.48,3.0,4,98.2,1,D
2.5,18.89,5.09,4.0,8.81,9.8,7,23.7,2,D
0.65,10.14,7.09,0.0,5.01,3.7,4,71.3,1,D
5.25,12.99,8.82,4.0,8.64,3.2,8,98.3,2,D
0.19,14.79,7.03,1.0,8.13,4.5,9,57.0,1,D
2.89,16.91,9.58,4.0,8.86,4.5,5,14.7,2,D
3.73,5.51,7.41,5.0,8.69,4.2,15,22.1,2,D
6.41,3.75,3.28,0.0,6.78,3.1,3,73.4,2,D
3.33,3.47,2.91,0.0,5.71,2.6,6,87.6,1,D
0.03,16.79,9.22,2.0,7.32,9.6,0,33.4,1,D
4.98,13.21,2.58,2.0,7.79,3.1,14,70.8,2,D
5.67,14.32,2.5,5.0,6.67,6.7,3,74.7,2,D
1.67,10.29,9.76,2.0,6.5,4.6,5,73.2,1,D
9.46,6.0,3.03,2.0,5.96,6.5,2,62.1,2,D
7.55,15.44,4.44,2.0,8.58,4.4,3,33.4,0,D
6.12,8.43,8.23,3.0,9.33,7.9,0,36.7,2,D
1.07,3.47,7.87,5.0,7.88,2.4,14,98.5,1,D
1.99,7.07,4.43,2.0,9.1,8.1,2,99.2,1,D
5.14,19.56,1.03,2.0,6.13,4.6,4,51.7,2,D
9.02,10.44,5.31,1.0,5.88,6.2,10,93.7,3,D
2.03,3.62,7.7,4.0,8.2,6.4,15,43.7,1,D
2.65,7.36,2.46,3.0,5.92,3.5,14,91.6,1,D
6.6,17.79,2.75,0.0,5.99,5.8,1,33.7,2,D
2.58,15.19,7.27,4.0,7.75,4.2,8,20.2,2,D
0.81,17.63,9.52,5.0,8.19,3.1,7,73.8,2,D
4.28,2.72,2.99,5.0,9.34,8.9,0,66.6,1,D
2.36,6.57,2.97,4.0,6.87,7.1,6,32.1,1,D
9.0,19.52,9.19,5.0,9.38,3.4,7,94.0,3,D
0.15,18.96,9.79,0.0,9.03,8.6,15,90.5,2,D
0.27,8.99,3.8,0.0,7.49,4.3,7,29.0,1,D
2.28,5.46,2.85,3.0,8.95,2.8,6,51.7,1,D
0.27,1.31,7.95,1.0,8.22,3.6,14,26.6,1,D
4.22,18.36,9.91,4.0,5.96,5.4,3,37.9,2,D
4.3,19.74,3.04,3.0,5.53,5.7,3,83.1,2,D
4.1,9.41,3.31,0.0,9.12,5.3,7,99.6,2,D
0.47,16.68,1.96,1.0,6.94,9.7,14,84.3,1,D
2.65,11.47,1.95,1.0,5.45,3.0,7,10.4,1,D
0.36,9.37,5.75,0.0,9.54,3.8,2,44.8,1,D
0.93,18.96,2.59,3.0,7.21,3.9,10,11.0,1,D
1.36,19.22,9.03,0.0,7.79,7.6,5,37.2,2,D
4.81,5.7,5.19,1.0,8.05,7.3,7,44.5,2,D
9.28,18.1,5.54,5.0,8.55,5.6,5,50.9,3,D
2.34,3.98,6.24,4.0,9.14,9.5,10,53.8,1,D
7.8,10.37,4.88,3.0,5.84,7.5,6,20.6,2,D
6.06,10.52,6.07,1.0,5.34,5.4,12,72.1,2,D
4.84,8.6,6.9,0.0,5.74,9.6,0,72.5,2,D
5.8,9.48,9.89,5.0,9.61,9.7,2,14.5,2,D
8.29,9.86,8.75,0.0,5.14,9.7,13,99.6,3,D
4.61,8.67,7.29,3.0,5.84,7.0,6,38.9,2,D
4.78,3.97,8.97,0.0,8.44,3.4,5,88.0,2,D
6.26,15.52,5.88,1.0,5.78,3.6,10,32.3,2,D
1.74,1.21,3.32,1.0,7.67,7.1,5,47.7,1,D
3.33,15.57,7.2,3.0,5.66,5.3,9,85.3,2,D
4.33,12.24,2.92,2.0,6.78,6.8,12,60.7,2,D
1.17,1.84,2.11,4.0,5.51,6.6,2,81.1,1,D
3.43,18.03,4.27,1.0,8.0,2.6,7,91.4,2,D
6.41,5.83,5.91,4.0,7.64,2.4,5,91.8,2,D
2.35,8.82,3.09,5.0,9.26,5.3,5,58.8,1,D
6.12,1.93,6.21,3.0,7.55,8.4,3,99.8,2,D
6.01,15.38,6.54,0.0,7.51,9.6,0,88.3,2,D
